id,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_WORK_PHONE,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START
144643,0,0,45450.0,270000.0,10309.5,270000.0,0.015221,-20720,365243,-3815,-3977,0,2,8
142966,0,1,207000.0,675000.0,28377.0,675000.0,0.003818,-9643,-2595,-2310,-2310,0,2,11
112630,1,0,112500.0,180000.0,9000.0,180000.0,0.003813,-19207,-352,-1014,-2743,0,2,7
141371,0,0,90000.0,180000.0,14220.0,180000.0,0.015221,-9163,-1086,-554,-1751,1,2,20
145648,0,0,184500.0,260640.0,27499.5,225000.0,0.010147,-9875,-1271,-4391,-2558,0,2,14
111748,0,0,112500.0,808650.0,22365.0,675000.0,0.018634,-17193,-1669,-1926,-639,1,2,16
119378,0,0,171000.0,508495.5,23692.5,454500.0,0.006629,-21010,365243,-10640,-1349,0,2,6
144105,0,1,247500.0,1120500.0,44568.0,1120500.0,0.026392,-11981,-3391,-2606,-2312,0,2,18
109560,0,2,157500.0,225000.0,11250.0,225000.0,0.020246,-11622,-3231,-899,-4129,0,3,8
147062,0,2,112500.0,545040.0,25537.5,450000.0,0.019101,-10430,-3119,-5000,-3092,0,2,11
102599,1,0,180000.0,1113840.0,47191.5,900000.0,0.002506,-20311,-570,-3772,-3772,1,2,4
144819,0,0,225000.0,931617.0,44950.5,765000.0,0.018029,-15533,-546,-5989,-4540,0,3,6
147293,1,0,126000.0,135000.0,6750.0,135000.0,0.010006,-21365,-678,-5286,-4407,1,2,11
141267,0,0,180000.0,900000.0,29164.5,900000.0,0.022625,-16276,-203,-7456,-4281,0,2,13
133100,1,0,135000.0,518562.0,22099.5,463500.0,0.010276,-12582,-255,-3115,-5138,0,2,9
145817,0,0,157500.0,553806.0,26770.5,495000.0,0.032561,-22584,365243,-13161,-4601,0,1,11
143356,0,0,67500.0,808650.0,26217.0,675000.0,0.026392,-20509,365243,-6623,-3979,0,2,14
142855,0,0,247500.0,1635120.0,56965.5,1350000.0,0.01885,-12967,-109,-4408,-1186,0,2,12
143524,0,0,112500.0,177768.0,11002.5,135000.0,0.002042,-18792,-2858,-4280,-1964,1,3,9
117419,0,1,67500.0,270000.0,15205.5,270000.0,0.018209,-15151,-1162,-8690,-4097,0,3,15
143628,0,0,112500.0,540000.0,17419.5,540000.0,0.030755,-12985,-1356,-782,-3667,0,2,18
125481,0,0,180000.0,324000.0,25204.5,324000.0,0.015221,-21002,-9462,-9858,-4182,0,2,15
150387,0,0,90000.0,225000.0,11250.0,225000.0,0.04622,-17941,-3743,-10542,-1407,0,1,9
147375,0,0,135000.0,225000.0,17775.0,225000.0,0.072508,-15926,-1152,-1165,-4186,0,1,17
103472,0,0,135000.0,270000.0,18396.0,270000.0,0.028663,-12625,-369,-2753,-3101,0,2,12
124269,0,0,180000.0,720000.0,28552.5,720000.0,0.028663,-17229,-4178,-244,-678,0,2,10
135042,1,0,99000.0,497520.0,28692.0,450000.0,0.028663,-16315,-3244,-6091,-4710,1,2,15
131437,1,0,157500.0,468733.5,17797.5,387000.0,0.031329,-22400,-1900,-10537,-4063,0,2,11
133891,0,0,135000.0,824823.0,21888.0,688500.0,0.035792,-22508,365243,-1196,-4935,0,2,13
105669,0,2,180000.0,497520.0,32391.0,450000.0,0.04622,-12488,-1123,-3493,-3495,0,1,15
135973,1,1,54000.0,225171.0,11623.5,171000.0,0.035792,-11538,-88,-1187,-3859,0,2,14
143014,0,1,148500.0,450000.0,22500.0,450000.0,0.001276,-15856,-2049,-9988,-4674,0,2,3
145809,0,1,112500.0,427500.0,28917.0,427500.0,0.025164,-9398,-789,-151,-334,1,2,12
121157,0,0,135000.0,272520.0,17545.5,225000.0,0.026392,-13436,-2859,-3297,-2780,1,2,9
149881,0,0,135000.0,568800.0,20560.5,450000.0,0.018209,-14805,-7938,-8934,-5001,1,3,18
149212,0,0,90000.0,314055.0,13963.5,238500.0,0.009657,-18832,-5376,-10546,-2375,0,2,15
111865,0,0,103500.0,276277.5,14593.5,238500.0,0.028663,-18083,-3020,-3360,-1584,0,2,14
111411,0,0,112500.0,143910.0,15246.0,135000.0,0.018029,-21871,365243,-5079,-5085,0,3,4
115664,1,0,99000.0,381528.0,17914.5,315000.0,0.019689,-15640,-212,-2229,-4126,0,2,9
137087,0,1,175500.0,269550.0,24853.5,225000.0,0.004849,-10349,-849,-9947,-1493,0,2,15
139124,0,1,90000.0,180000.0,9000.0,180000.0,0.025164,-10227,-133,-1386,-2897,0,2,13
149629,0,1,157500.0,270000.0,13500.0,270000.0,0.010006,-15275,-487,-2129,-595,0,2,9
146263,0,2,157500.0,1113840.0,57001.5,900000.0,0.010006,-10468,-380,-6943,-132,0,2,14
149925,0,0,135000.0,1215000.0,35523.0,1215000.0,0.026392,-22066,365243,-5639,-4580,0,2,10
112518,1,1,112500.0,785398.5,33403.5,702000.0,0.00712,-17018,-2090,-6699,-573,0,2,10
147947,0,0,157500.0,1102162.5,36553.5,837000.0,0.035792,-15471,-739,-1063,-4786,1,2,10
110266,1,0,225000.0,675000.0,41427.0,675000.0,0.003818,-9009,-807,-3718,-1702,1,2,7
132427,0,0,105750.0,254700.0,14350.5,225000.0,0.01885,-24095,365243,-45,-4782,0,2,13
122986,1,0,94500.0,472500.0,24255.0,472500.0,0.028663,-15077,-2202,-7332,-4647,0,2,10
142448,0,0,90000.0,315000.0,15750.0,315000.0,0.010276,-22540,365243,-1529,-4876,0,2,15
147412,0,1,405000.0,532494.0,32575.5,454500.0,0.009175,-11842,-2016,-3667,-4024,0,2,17
141953,0,0,49500.0,396000.0,24057.0,396000.0,0.018209,-21808,365243,-11502,-4530,0,3,7
118765,0,0,135000.0,566055.0,18387.0,472500.0,0.008625,-20766,365243,-6280,-4220,0,2,13
138042,1,0,157500.0,326439.0,11853.0,229500.0,0.008019,-17580,-185,-2622,-1099,0,2,14
147446,0,0,157500.0,1125000.0,29808.0,1125000.0,0.010643,-21131,-7513,-4333,-4291,0,2,11
148558,0,0,270000.0,247500.0,12375.0,247500.0,0.018801,-19648,-2698,-8699,-3082,0,2,8
136787,1,0,202500.0,219042.0,17433.0,193500.0,0.04622,-15463,-594,-5662,-635,0,1,10
145914,0,0,67500.0,646920.0,20866.5,540000.0,0.04622,-19407,-3364,-13466,-2524,0,1,21
149172,0,0,144000.0,251091.0,23607.0,238500.0,0.072508,-8409,-392,-7585,-1093,0,1,16
147939,0,0,157500.0,1125000.0,29677.5,1125000.0,0.026392,-15746,-2923,-8945,-2681,0,2,9
146578,0,0,157500.0,239850.0,25578.0,225000.0,0.00702,-14893,-924,-1307,-4270,0,2,16
107512,1,0,292500.0,585000.0,29250.0,585000.0,0.018634,-18128,-2168,-6334,-1686,0,2,12
144252,0,0,202500.0,270000.0,13500.0,270000.0,0.028663,-10592,-1854,-4994,-2087,0,2,10
143342,0,1,67500.0,254700.0,17019.0,225000.0,0.019101,-14312,-1202,-7260,-4133,0,2,11
139686,0,0,180000.0,474048.0,21010.5,360000.0,0.031329,-18238,-866,-4168,-1786,1,2,12
147610,0,0,112500.0,337500.0,16875.0,337500.0,0.030755,-23261,365243,-13366,-4771,0,2,13
147943,0,1,180000.0,261000.0,6885.0,261000.0,0.02461,-13116,-5413,-5084,-4537,0,2,17
141810,0,0,292500.0,320382.0,16488.0,229500.0,0.020713,-15957,-2429,-4989,-4997,0,3,10
144137,0,0,58500.0,297000.0,14575.5,297000.0,0.008068,-13865,-4722,-200,-5309,0,3,11
147358,0,0,112500.0,270000.0,13500.0,270000.0,0.030755,-19683,-3019,-7719,-3217,0,2,11
139249,0,1,90000.0,252000.0,25051.5,252000.0,0.015221,-19599,-1810,-10629,-3133,0,2,10
106500,0,0,90000.0,270000.0,13500.0,270000.0,0.010556,-14514,-1610,-8369,-4440,0,3,10
146933,0,1,270000.0,1286608.5,51156.0,1183500.0,0.00712,-15024,-3353,-541,-4088,0,2,10
116794,0,0,157500.0,481500.0,35167.5,481500.0,0.072508,-18892,365243,-12950,-2403,0,1,17
114938,0,0,166500.0,101880.0,10053.0,90000.0,0.011703,-16798,-2745,-13588,-296,0,2,10
146566,0,0,157500.0,450000.0,22018.5,450000.0,0.030755,-19327,-4118,-6211,-2871,0,2,14
139401,1,3,67500.0,405000.0,18877.5,405000.0,0.020246,-11616,-575,-3441,-1892,1,3,12
128263,0,0,81000.0,213156.0,8163.0,139500.0,0.009334,-19421,-6313,-580,-2980,0,2,11
133613,1,0,247500.0,879480.0,34209.0,630000.0,0.01885,-12326,-1511,-857,-105,0,2,16
115982,1,1,135000.0,746280.0,54436.5,675000.0,0.018029,-11724,-483,-2085,-4414,0,3,9
141594,0,0,225000.0,900000.0,31887.0,900000.0,0.031329,-18479,-5357,-5708,-2025,0,2,14
102021,0,0,157500.0,1104997.5,36648.0,990000.0,0.018801,-19229,-3045,-6475,-2738,0,2,9
141105,0,0,180000.0,254700.0,23697.0,225000.0,0.025164,-17283,-3349,-9636,-810,0,2,11
111684,0,0,121500.0,315000.0,15750.0,315000.0,0.018209,-21127,-11368,-11154,-3969,0,3,12
127723,0,1,247500.0,258709.5,25717.5,234000.0,0.01885,-15052,-6314,-14272,-4268,0,2,15
148945,1,0,112500.0,819792.0,39438.0,720000.0,0.0105,-16341,-814,-9864,-4087,0,3,14
149608,0,0,72000.0,724581.0,23944.5,625500.0,0.008019,-21689,365243,-4818,-4850,0,2,9
130810,0,0,76500.0,814041.0,23931.0,679500.0,0.022625,-20327,-5302,-6300,-3571,1,2,11
125489,0,0,135000.0,1350000.0,130180.5,1350000.0,0.018634,-10946,-1853,-3328,-3328,0,2,11
100963,1,0,112500.0,1002456.0,27009.0,810000.0,0.025164,-20527,-395,-11264,-4048,0,2,10
124047,1,0,157500.0,152820.0,10341.0,135000.0,0.02461,-13742,-2472,-4183,-4183,1,2,11
130692,0,0,135000.0,495000.0,24750.0,,0.020713,-22009,365243,-342,-1397,0,3,6
124689,1,0,202500.0,450000.0,21888.0,450000.0,0.0228,-8545,-946,-2929,-1195,1,2,17
124624,1,1,90000.0,900000.0,38263.5,900000.0,0.018029,-14301,-2483,-3652,-4723,0,3,7
144321,0,0,90000.0,270000.0,13500.0,270000.0,0.035792,-22346,-1418,-8978,-4735,0,2,9
107743,0,0,90000.0,225000.0,8613.0,225000.0,0.018209,-20861,365243,-3917,-3932,0,3,8
140727,0,0,306000.0,539100.0,27522.0,450000.0,0.028663,-10723,-1878,-1776,-3361,1,2,18
146558,1,0,90000.0,450000.0,35685.0,450000.0,0.028663,-15163,-2152,-8849,-1401,0,2,15
103111,0,0,54000.0,284400.0,16011.0,225000.0,0.018029,-21134,365243,-4450,-4347,0,3,8
114636,0,0,189000.0,536917.5,28467.0,463500.0,0.008575,-14388,-3969,-9981,-4255,0,2,14
149322,0,1,126000.0,229500.0,18261.0,229500.0,0.028663,-16379,-9695,-8698,-4750,0,2,12
126289,0,1,135000.0,265851.0,16195.5,229500.0,0.018801,-17637,-6355,-6782,-1172,0,2,12
126228,1,0,157500.0,225000.0,15219.0,225000.0,0.026392,-10616,-840,-8787,-1725,1,2,17
113283,0,0,130500.0,283585.5,29907.0,256500.0,0.035792,-13247,-2531,-7052,-1808,0,2,16
126380,0,0,135000.0,76410.0,8235.0,67500.0,0.010556,-16642,-1640,-10658,-29,0,3,13
127679,0,0,81000.0,641173.5,21321.0,553500.0,0.020713,-19712,-444,-336,-3246,0,3,6
144733,0,0,112500.0,234000.0,25330.5,234000.0,0.035792,-16773,-1232,-9253,-306,0,2,11
112065,0,2,202500.0,450000.0,21649.5,450000.0,0.01452,-9494,-923,-1027,-2127,0,2,12
145152,0,0,202500.0,314100.0,13833.0,225000.0,0.02461,-19351,-4640,-9400,-2876,1,2,11
148160,0,0,67500.0,239850.0,22554.0,225000.0,0.01885,-17533,-1400,-12,-1063,0,2,14
112840,0,0,135000.0,781920.0,28215.0,675000.0,0.009657,-17621,-4658,-2186,-1159,0,2,13
120842,0,0,450000.0,900000.0,35824.5,900000.0,0.007305,-15731,-3177,-3067,-3269,1,3,12
149564,0,0,225000.0,729396.0,48712.5,688500.0,0.010032,-10825,-285,-10809,-410,0,2,6
111604,0,0,72000.0,134316.0,13212.0,126000.0,0.031329,-20302,365243,-1155,-3683,0,2,12
116875,0,0,112500.0,720000.0,28548.0,720000.0,0.028663,-17771,-1672,-3413,-1311,0,2,8
129645,1,0,112500.0,225000.0,13594.5,225000.0,0.016612,-17624,-4292,-9299,-1177,1,2,9
142739,1,1,135000.0,545040.0,26509.5,450000.0,0.018029,-14544,-1301,-2462,-4136,1,3,15
105006,1,0,270000.0,450000.0,30573.0,450000.0,0.01452,-11699,-1166,-6111,-4003,0,2,10
148796,0,0,67500.0,152820.0,12073.5,135000.0,0.01885,-12792,-1815,-1972,-4148,1,2,13
150880,0,1,135000.0,1129500.0,31189.5,1129500.0,0.005144,-14544,-4238,-2186,-4146,0,2,20
108201,1,3,247500.0,1019299.5,43317.0,837000.0,0.00823,-12565,-4986,-6615,-4008,0,2,14
138088,0,1,130500.0,315000.0,18081.0,315000.0,0.00963,-11308,-976,-384,-3907,1,2,10
149846,0,1,225000.0,312768.0,21285.0,270000.0,0.010643,-15162,-1296,-9106,-4254,0,2,18
143696,0,3,450000.0,360000.0,18000.0,360000.0,0.010006,-14732,-5161,-1513,-4475,0,2,11
141337,0,0,76500.0,143910.0,14148.0,135000.0,0.007114,-21398,365243,-4158,-4281,0,2,12
147611,0,0,301500.0,2446816.5,64674.0,2187000.0,0.011703,-19156,365243,-8355,-2671,0,2,18
130190,0,0,99000.0,553806.0,23593.5,495000.0,0.020246,-15601,-5086,-7022,-4308,0,3,5
143883,0,0,157500.0,545040.0,26509.5,450000.0,0.031329,-18761,-769,-7529,-2306,0,2,9
130194,1,0,90000.0,900000.0,26446.5,900000.0,0.010643,-18434,-3571,-4713,-1968,0,2,17
101982,0,0,315000.0,965340.0,99045.0,900000.0,0.011657,-12051,-2286,-181,-4206,0,1,9
148563,0,0,90000.0,675000.0,19867.5,675000.0,0.01452,-23497,365243,-1434,-3966,0,2,13
145847,0,0,99000.0,808650.0,26086.5,675000.0,0.018634,-14588,-2510,-8693,-4088,1,2,19
105321,0,0,67500.0,312768.0,15174.0,270000.0,0.019101,-23770,365243,-11983,-4460,0,2,11
150616,0,0,189000.0,317979.0,22743.0,274500.0,0.006207,-17748,-245,-6654,-1287,1,2,13
117839,1,0,135000.0,225000.0,18171.0,225000.0,0.031329,-13850,-2774,-396,-4512,0,2,7
107138,1,0,225000.0,900000.0,31887.0,900000.0,0.018029,-10116,-2307,-4171,-2678,1,3,16
142948,0,2,337500.0,219042.0,23373.0,193500.0,0.035792,-12855,-3756,-4403,-2097,0,2,17
144471,1,2,135000.0,840780.0,33345.0,751500.0,0.018801,-14965,-3278,-5877,-711,1,2,11
104961,1,0,247500.0,1288350.0,41562.0,1125000.0,0.016612,-18796,-643,-5677,-1768,0,2,10
150396,0,0,157500.0,299772.0,17338.5,247500.0,0.031329,-17902,-4629,-9616,-1440,0,2,11
105262,0,0,225000.0,157500.0,7875.0,157500.0,0.028663,-9104,-1108,-3331,-1786,0,2,14
113446,0,2,270000.0,1574532.0,66843.0,1350000.0,0.00733,-13955,-375,-7803,-5013,0,2,10
149215,0,0,180000.0,112500.0,5742.0,112500.0,0.025164,-13951,-6294,-5782,-4242,1,2,17
150424,0,0,90000.0,188460.0,8428.5,135000.0,0.018029,-24086,365243,-10452,-4476,0,3,6
141769,1,0,112500.0,283419.0,19071.0,234000.0,0.020713,-19188,-864,-8549,-2668,0,3,10
144335,1,3,121500.0,367389.0,20061.0,279000.0,0.010966,-12310,-823,-3957,-4522,0,2,17
150235,0,0,288000.0,1755000.0,61132.5,1755000.0,0.032561,-16811,-821,-6316,-364,1,1,12
144510,0,0,225000.0,463500.0,44136.0,463500.0,0.072508,-12202,-1836,-5704,-801,0,1,19
114592,1,0,202500.0,509400.0,40243.5,450000.0,0.011703,-9820,-1031,-5920,-2432,0,2,17
112483,0,1,81000.0,655614.0,36738.0,607500.0,0.031329,-16920,-740,-7595,-453,0,2,11
118073,0,1,121500.0,118512.0,6178.5,90000.0,0.018029,-11945,-2385,-4022,-1050,0,3,9
141262,0,1,337500.0,328851.0,26365.5,274500.0,0.009175,-14018,-3800,-313,-4923,0,2,11
141653,0,0,135000.0,270000.0,13500.0,270000.0,0.01452,-16235,-2289,-4387,-4898,0,2,8
117243,0,1,90000.0,814041.0,23931.0,679500.0,0.010556,-13558,-3393,-5694,-5694,0,3,13
150679,0,0,90000.0,50940.0,5089.5,45000.0,0.006008,-20926,365243,-10122,-4040,0,2,12
145423,0,0,202500.0,900000.0,38263.5,900000.0,0.026392,-20750,365243,-593,-4149,0,2,17
145370,0,0,150750.0,1270746.0,40027.5,1138500.0,0.022625,-20268,-6372,-8651,-3501,0,2,14
140456,0,1,157500.0,193572.0,20335.5,171000.0,0.008068,-10069,-386,-4956,-2722,0,3,10
127218,0,0,166500.0,592560.0,32274.0,450000.0,0.010032,-10209,-1506,-4458,-1814,1,2,7
143836,0,1,112500.0,339948.0,24304.5,315000.0,0.022625,-14649,-274,-5812,-5078,1,2,10
102833,0,0,117000.0,454500.0,19386.0,454500.0,0.015221,-9913,-1338,-1814,-1493,0,2,13
146856,0,0,112500.0,299772.0,10894.5,247500.0,0.008019,-23739,-16314,-10538,-4088,0,2,10
145211,0,0,112500.0,95940.0,9958.5,90000.0,0.018634,-21554,365243,-5039,-5073,0,2,12
143494,0,2,157500.0,1125171.0,47803.5,1035000.0,0.0228,-10237,-1359,-4901,-2256,0,2,15
110679,1,2,337500.0,946998.0,53010.0,877500.0,0.01885,-9809,-116,-4649,-2495,0,2,12
149914,0,2,315000.0,900000.0,45000.0,900000.0,0.072508,-14136,-1458,-8242,-4970,0,1,17
147581,0,0,225000.0,1223010.0,48631.5,1125000.0,0.005002,-21749,365243,-2777,-5012,0,3,16
133493,0,0,112500.0,248877.0,14026.5,189000.0,0.01885,-16485,-3191,-5596,-22,0,2,16
106546,1,0,135000.0,1321020.0,35554.5,1125000.0,0.020713,-19641,365243,-432,-3185,0,3,8
127883,0,0,1800000.0,1350000.0,67500.0,1350000.0,0.035792,-15031,-1030,-4139,-1766,0,2,12
148692,0,1,225000.0,1293502.5,37948.5,1129500.0,0.04622,-17811,-11139,-8490,-268,0,1,15
102675,0,1,270000.0,1096020.0,56092.5,900000.0,0.010006,-11892,-171,-5187,-4200,0,2,9
147494,0,0,315000.0,648598.5,23427.0,535500.0,0.072508,-22517,-12393,-12529,-4672,0,1,17
110939,1,0,67500.0,72000.0,3802.5,72000.0,0.028663,-15566,-178,-3733,-4343,0,2,9
143230,0,1,157500.0,117162.0,12748.5,103500.0,0.020246,-10973,-3358,-1530,-3507,0,3,7
149288,0,0,171000.0,337500.0,16875.0,337500.0,0.010556,-16468,-3602,-2499,-25,1,3,12
